'PhDMBProperty','PhDMB_MedCash','Medical Cash (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_LvConversion','Vacation Leave Conversion (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_Rice','Rice Subsidy (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_Uniforms','Uniforms/Clothing (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_MedBenefits','Yearly Medical Benefits (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_Laundry','Laundry Allowance (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_Achievement','Achievement Awards (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_Gifts','Gifts (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_Others','Others (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'PhDMBProperty','PhDMB_OTMeal','Overtime Meal (DMB)','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
