'EPESetup','Alias','Personal',1,'Alias'
'EPESetup','ANNLveBroughtForward','PayEmployee',1,'ANNLveBroughtForward'
'EPESetup','ANNLveEntitlement','PayEmployee',1,'ANNLveEntitlement'
'EPESetup','BasicRateExchangeId','Employee',1,'BasicRateExchangeId'
'EPESetup','BloodGroupId','Personal',1,'BloodGroupId'
'EPESetup','BonusFactor','PayEmployee',1,'BonusFactor'
'EPESetup','BranchId','Employee',1,'BranchId'
'EPESetup','CalendarId','Employee',1,'CalendarId'
'EPESetup','CategoryId','Employee',1,'CategoryId'
'EPESetup','CessationCode','Employee',1,'CessationCode'
'EPESetup','CessationDate','Employee',1,'CessationDate'
'EPESetup','ClassificationCode','Employee',1,'ClassificationCode'
'EPESetup','ConfirmationDate','Employee',1,'ConfirmationDate'
'EPESetup','ContractEndDate','Employee',1,'ContractEndDate'
'EPESetup','ContractNo','Employee',1,'ContractNo'
'EPESetup','ContractStartDate','Employee',1,'ContractStartDate'
'EPESetup','CostCentreId','Employee',1,'CostCentreId'
'EPESetup','CountryOfBirth','Personal',1,'CountryOfBirth'
'EPESetup','CurrentBasicRate','Employee',1,'CurrentBasicRate'
'EPESetup','CurrentBasicRateType','Employee',1,'CurrentBasicRateType'
'EPESetup','CurrentMVC','Employee',1,'CurrentMVC'
'EPESetup','CurrentNWC','Employee',1,'CurrentNWC'
'EPESetup','DateOfBirth','Personal',1,'DateOfBirth'
'EPESetup','DepartmentId','Employee',1,'DepartmentId'
'EPESetup','EEHoursperDay','PayEmployee',1,'EEHoursperDay'
'EPESetup','FullDayWorkTimeProfi','LeaveEmployee',1,'FullDayWorkTimeProfile'
'EPESetup','Gender','Personal',1,'Gender'
'EPESetup','HalfDayWorkTimeProfi','LeaveEmployee',1,'HalfDayWorkTimeProfile'
'EPESetup','HasShiftRotation','LeaveEmployee',1,'HasShiftRotation'
'EPESetup','Height','Personal',1,'Height'
'EPESetup','HireDate','Employee',1,'HireDate'
'EPESetup','IdentityTypeId','Personal',1,'IdentityTypeId'
'EPESetup','IsSupervisor','Employee',1,'IsSupervisor'
'EPESetup','LastPayDate','PayEmployee',1,'LastPayDate'
'EPESetup','LeaveGroupId','LeaveEmployee',1,'LeaveGroupId'
'EPESetup','Mal_OldIdentity','Personal',1,'Mal_OldIdentity'
'EPESetup','MaritalStatusCode','Personal',1,'MaritalStatusCode'
'EPESetup','MVCCapping','PayEmployee',1,'MVCCapping'
'EPESetup','MVCPercentage','Employee',1,'MVCPercentage'
'EPESetup','Nationality','Personal',1,'Nationality'
'EPESetup','PassportIssue','Personal',1,'PassportIssue'
'EPESetup','PaySlipMessage','PayEmployee',1,'PaySlipMessage'
'EPESetup','PaySuspense','PayEmployee',1,'PaySuspense'
'EPESetup','PersonalName','Personal',1,'PersonalName'
'EPESetup','PersonalTypeId','Personal',1,'PersonalTypeId'
'EPESetup','PositionId','Employee',1,'PositionId'
'EPESetup','PreviousSvcYear','Employee',1,'PreviousSvcYear'
'EPESetup','ProbationPeriod','Employee',1,'ProbationPeriod'
'EPESetup','ProbationUnit','Employee',1,'ProbationUnit'
'EPESetup','QuarterDayWorkTimePr','LeaveEmployee',1,'QuarterDayWorkTimeProfile'
'EPESetup','RaceId','Personal',1,'RaceId'
'EPESetup','ReligionID','Personal',1,'ReligionID'
'EPESetup','RetirementAge','Employee',1,'RetirementAge'
'EPESetup','RetirementDate','Employee',1,'RetirementDate'
'EPESetup','SalaryGradeId','Employee',1,'SalaryGradeId'
'EPESetup','SectionId','Employee',1,'SectionId'
'EPESetup','SickLveEntitlement','PayEmployee',1,'SickLveEntitlement'
'EPESetup','Supervisor','Employee',1,'Supervisor'
'EPESetup','SuspendLeave','LeaveEmployee',1,'SuspendLeave'
'EPESetup','TitleId','Personal',1,'TitleId'
'EPESetup','Weight','Personal',1,'Weight'
'EPESetup','WTCalendarId','LeaveEmployee',1,'WTCalendarId'
